Wines,Fruits,Meat,Fish,Sweet,Gold,ID
823,25,459,124,29,95,9064
488,23,71,15,0,59,3678
28,0,13,4,2,8,4227
3,2,10,3,0,2,9467
284,0,52,8,3,20,8486
938,142,754,159,81,183,2186
13,2,15,2,2,8,3286
412,172,153,150,105,57,8602
31,1,8,0,0,8,3722
502,19,132,0,6,26,6715
18,10,3,3,5,0,4796
1,8,6,4,8,16,9612
100,71,243,108,94,219,3766
407,114,445,181,165,203,1399
664,9,240,50,19,57,1570
1045,61,338,60,46,46,3426
1218,107,304,23,143,33,3074
15,0,6,0,1,12,8341
128,0,16,0,1,4,5180
581,49,157,43,8,108,6461
6,3,12,6,1,0,7679
185,8,133,56,56,12,10702
22,1,9,0,0,14,7505
584,100,835,65,83,35,5113
355,30,177,90,138,30,10858
175,10,110,54,6,27,2961
864,134,768,150,38,172,2747
957,153,612,99,95,153,3010
25,6,16,20,0,5,5790
641,7,56,0,0,28,6892
273,86,208,177,14,43,1743
122,21,43,25,10,15,3578
1,4,10,29,0,36,8462
1020,31,430,62,63,79,5558
6,2,3,1,262,3,4619
378,14,68,19,14,14,8780
42,1,18,3,0,4,10789
15,5,14,0,4,11,10779
272,7,80,20,7,11,5896
9,1,24,2,1,2,2337
279,0,18,0,0,9,10951
398,61,265,138,61,53,544
637,47,237,12,19,76,17
45,0,16,2,1,6,10680
21,1,9,7,3,5,3265
15,4,13,0,0,19,5623
493,183,352,184,23,28,5832
957,40,175,158,53,107,5544
829,138,430,60,92,15,6417
1017,50,500,65,50,133,5831
953,0,71,0,0,174,7101
159,0,120,0,0,137,10176
32,0,8,23,4,18,2326
23,0,15,0,2,7,4385
18,42,24,15,20,18,2929
15,0,4,0,0,2,10686
23,4,5,10,5,23,2546
200,193,100,46,185,185,3283
1324,27,119,71,108,27,3138
1193,33,281,129,66,33,4994
505,137,401,104,22,22,7966
2,4,9,0,4,5,3112
1103,0,45,0,0,34,10872
353,61,753,40,46,27,2181
652,48,350,94,84,108,1867
379,6,157,25,91,91,1518
46,4,36,2,2,1,5734
162,31,127,8,17,69,2878
8,3,19,3,3,8,1458
17,3,18,3,4,18,7007
340,108,185,130,38,100,6200
8,4,15,3,5,3,1403
154,22,202,39,30,8,4827
710,15,30,20,0,0,6250
8,2,4,0,0,1,9291
2,2,4,13,13,4,2478
1050,14,322,0,14,112,1139
19,1,14,3,2,4,5138
22,0,6,6,2,6,5393
274,83,216,151,141,224,10413
68,6,38,3,6,41,5015
344,45,654,104,11,114,10868
145,193,459,205,26,145,10676
217,38,350,111,85,15,2495
18,7,34,10,2,3,7842
69,8,26,12,7,12,9955
144,0,7,0,0,6,6663
256,34,103,90,29,49,2162
483,72,567,94,12,108,3434
1285,105,653,28,21,0,7919
338,4,89,11,8,13,5626
605,10,345,84,54,32,6428
8,0,7,3,1,1,8514
172,41,86,45,6,27,10448
448,71,951,40,17,17,2109
67,4,32,17,2,16,7530
512,53,98,81,179,89,8925
1462,16,128,0,0,160,3009
20,0,14,7,3,1,6355
50,4,44,10,10,43,3517
102,1,15,2,0,24,1158
499,149,815,173,49,49,6203
381,35,172,56,86,93,7165
631,43,239,128,76,21,3595
526,80,553,123,94,53,8537
913,26,376,17,26,13,4331
673,0,199,37,47,26,6281
23,0,9,0,0,12,4338
199,33,60,8,3,15,2452
261,23,73,4,23,50,9507
111,16,37,7,9,18,8360
16,4,12,2,4,321,10311
63,151,137,153,19,53,5117
58,0,18,2,0,10,4867
29,1,17,0,3,13,9289
3,2,12,0,1,9,10913
28,34,62,11,14,44,3032
40,3,30,10,7,11,8524
879,143,797,106,143,143,3334
62,1,44,6,5,22,4470
280,7,81,20,0,27,1406
9,0,6,3,1,3,8619
182,4,33,0,2,42,10821
83,2,101,64,26,117,4552
38,15,54,3,8,29,898
228,19,130,4,11,51,9797
1092,37,592,145,37,55,10949
85,15,27,13,13,21,8212
1276,24,746,94,29,48,6248
1017,33,417,108,100,16,10164
6,2,9,2,1,5,4547
448,21,125,52,101,62,6815
504,23,117,179,28,44,4122
226,22,133,41,31,31,10841
239,3,141,0,7,23,5370
90,38,67,33,36,67,176
7,2,8,3,2,3,4860
4,2,5,2,0,0,10757
16,17,19,20,21,22,4023
10,3,3,0,0,0,6679
68,0,16,0,0,8,9923
35,0,13,2,0,2,7181
575,80,428,208,93,80,3599
315,0,31,4,0,91,405
182,2,49,17,13,20,6870
561,14,113,10,14,35,832
587,51,932,180,34,86,2002
94,1,33,13,12,12,3657
908,43,735,40,194,21,500
228,122,122,208,129,30,1951
995,112,417,42,48,41,3262
11,1,2,2,1,6,4102
3,3,14,15,21,10,7042
12,1,16,4,1,3,10598
17,0,2,0,0,2,255
8,0,5,0,3,6,2375
22,4,17,12,10,13,9829
14,10,29,4,7,15,6214
106,27,68,52,7,5,4954
820,57,242,45,0,11,7861
753,43,226,69,10,204,4837
13,3,17,7,3,3,9423
9,1,3,0,4,8,4198
19,3,6,4,2,12,153
520,8,223,32,49,42,9323
5,17,17,13,14,34,10001
618,44,215,0,17,36,3945
315,35,322,46,7,143,3799
15,1,23,0,5,1,8625
384,60,364,119,101,232,3491
110,29,92,28,10,145,983
208,17,76,36,17,38,9119
555,82,257,93,61,61,4786
240,90,216,63,6,24,5872
11,0,36,15,5,12,6568
848,154,323,201,61,78,5628
202,47,197,55,42,149,5631
433,89,650,16,102,102,4974
6,6,15,10,5,2,8416
37,0,7,3,0,3,5454
167,37,64,49,34,116,4095
45,7,99,4,25,43,5474
129,0,21,0,1,7,4268
713,0,264,120,80,34,10701
676,161,426,210,44,58,3507
450,26,535,73,98,26,2079
22,2,12,0,2,5,626
367,4,51,6,4,95,4426
526,35,214,69,53,35,2591
51,0,16,0,0,4,10509
25,0,11,3,0,15,6382
28,6,27,12,17,39,6673
958,159,447,20,0,31,7441
532,88,168,69,44,133,1071
724,17,143,0,8,196,10061
375,42,48,94,66,96,7187
39,0,56,20,8,14,8775
23,0,15,0,2,7,1612
587,54,348,71,54,130,2345
29,1,11,0,0,0,322
757,80,217,29,80,11,10897
544,35,133,23,151,107,123
40,15,15,17,6,7,6103
1245,33,332,21,33,16,7899
19,1,20,16,14,28,10500
16,3,15,2,1,11,1655
376,4,94,12,9,24,2406
184,178,178,103,39,33,2712
15,0,11,0,2,9,5517
124,83,267,85,59,35,10643
627,120,414,121,80,93,2254
180,60,241,13,54,54,10281
14,0,4,0,0,8,6958
3,3,24,34,7,31,954
71,1,16,0,0,9,5079
161,0,22,0,0,24,10339
8,26,46,38,9,49,4643
264,0,21,12,6,147,3117
293,6,23,13,6,92,6497
758,12,385,33,89,89,5396
532,126,490,164,126,126,5250
656,38,161,62,47,37,1052
196,25,607,67,17,49,2802
835,73,380,114,73,43,6343
16,11,15,2,0,12,6507
9,1,5,2,1,4,7901
229,7,140,10,3,11,4865
0,1,4,15,1,5,2686
121,24,124,24,15,42,3107
471,102,125,212,61,245,7734
520,8,223,32,49,42,1146
26,1,10,2,0,1,11031
240,132,445,250,192,108,7428
178,4,26,8,4,44,975
1486,55,278,49,0,185,1103
1115,12,128,33,12,76,3422
29,0,8,2,0,6,1055
529,0,356,63,28,0,6544
13,3,8,7,4,16,1241
934,24,230,16,24,36,2909
2,7,11,16,12,27,5802
4,12,5,3,16,17,1407
62,1,44,6,5,22,6183
158,35,179,0,0,125,340
173,2,39,3,2,47,5991
830,59,968,51,79,19,3104
189,10,253,56,43,64,9729
728,17,133,11,8,124,1008
7,2,9,2,0,2,11091
35,4,17,7,6,64,3969
188,3,180,20,3,43,1916
742,28,152,25,9,57,9907
0,7,5,26,2,17,87
750,71,174,13,10,20,8659
816,42,450,55,56,154,6262
5,2,8,2,2,9,6147
37,5,56,12,8,5,8832
4,0,4,0,0,5,10067
99,2,11,4,0,16,7532
176,72,98,136,21,229,4915
54,0,10,0,0,2,2115
997,15,414,99,30,76,2088
356,0,107,19,9,117,2493
1311,0,359,46,89,17,6292
890,63,292,0,25,12,1631
4,0,2,0,0,2,10104
17,0,14,7,3,2,3006
960,0,883,50,38,0,3919
2,1,2,1,1,1,11181
1,3,2,20,30,47,642
240,67,500,199,0,163,4369
301,11,61,4,7,11,10127
154,0,50,6,11,37,271
2,3,6,4,1,9,4973
104,12,48,4,12,5,2948
70,3,37,4,2,64,2715
2,0,9,3,6,2,10432
23,2,11,3,1,4,9216
43,4,12,8,0,27,7124
4,24,11,16,1,25,9727
654,7,92,0,15,30,5136
912,72,170,47,36,97,9790
25,0,8,0,1,4,1818
24,4,22,0,2,9,1100
141,11,114,15,14,5,7873
71,0,13,3,1,0,10609
35,1,16,0,1,1,6950
496,32,849,229,48,128,7233
9,9,11,13,10,16,9481
154,0,50,6,11,37,7699
9,1,5,4,5,7,2711
26,3,23,4,7,3,8933
77,8,44,10,10,25,8726
11,2,7,4,2,2,1515
576,7,115,19,7,7,5186
89,15,89,34,42,5,10157
1013,30,399,60,46,153,5667
224,12,48,4,12,12,902
200,19,111,50,15,19,977
570,73,614,133,102,73,7313
1,3,3,8,1,13,7600
62,1,20,4,0,7,9706
531,69,300,150,138,150,2429
162,28,818,0,28,56,3520
675,144,133,94,192,241,10394
23,4,10,0,2,15,4548
492,5,32,13,5,21,9362
918,10,129,13,0,129,3968
224,155,155,192,93,54,4084
572,19,286,50,38,248,6721
626,0,70,0,7,28,2829
1074,37,518,193,92,129,1772
741,68,689,224,68,103,1544
322,3,50,4,3,42,492
254,10,44,30,10,227,4377
116,6,82,6,6,41,4541
22,2,18,0,2,12,1321
516,0,21,0,0,5,8858
14,36,11,3,26,35,3266
2,8,10,12,14,23,11187
28,0,9,3,0,0,8207
530,142,217,62,9,56,9723
519,50,167,130,0,41,2666
611,76,749,59,45,26,5721
240,67,500,199,0,163,10652
4,9,12,11,2,8,1646
671,47,655,145,111,15,4418
23,1,7,0,4,24,2656
9,1,2,3,2,0,7990
556,54,845,202,133,63,8722
833,80,363,52,26,174,7118
12,0,13,4,2,4,2980
56,7,48,10,2,18,1839
293,8,124,11,4,106,10722
297,0,38,13,0,152,2632
39,1,16,2,0,3,9014
5,11,16,21,8,45,7620
266,21,300,65,8,44,10968
322,3,50,4,3,42,11133
366,124,156,71,78,54,2736
32,0,8,23,4,18,1876
158,0,23,0,0,18,5959
269,129,495,182,43,29,1092
41,0,10,0,0,3,4333
3,3,3,15,4,15,3850
33,0,5,0,0,15,6168
302,29,131,32,0,27,607
519,71,860,93,27,53,10469
23,2,17,2,1,0,6983
594,51,631,72,55,32,3661
12,4,7,1,3,5,9303
4,2,5,0,0,5,692
18,3,19,3,3,6,736
332,194,377,149,125,57,9589
5,1,8,0,0,1,4838
171,3,129,26,24,62,9246
270,31,88,11,48,22,6261
712,26,538,69,13,80,7366
2,8,11,3,8,21,10659
21,12,12,0,3,3,1448
580,6,58,8,0,27,4286
368,24,68,38,0,88,4749
457,5,106,15,17,53,4478
229,7,137,4,0,91,4201
32,2,1607,12,4,22,8720
3,2,8,20,0,17,10084
24,3,26,7,1,23,7004
853,10,143,13,10,20,9817
5,1,6,3,4,3,8080
9,14,18,8,1,12,9432
3,3,7,6,2,9,8372
709,43,182,42,118,247,10870
406,0,30,0,0,8,4001
908,48,217,32,12,24,7270
428,30,214,80,30,61,8235
84,3,61,2,1,21,9405
